0.081269841,1.1
0.716190476,1.2
1.643877551,1.3
2.399931973,1.4
3.127687075,2.1
3.873492063,2.2
4.666734694,2.3
5.395691610,2.4
6.214852608,3.1
6.944217687,3.2
7.677097506,3.3
8.447936508,3.4
9.184671202,4.1
9.927006803,4.2
10.733378685,4.3
11.513968254,4.4
12.247732426,5.1
13.022312925,5.2
13.782448980,5.3
14.550385488,5.4
15.310725624,6.1
16.057029478,6.2
16.823560091,6.3
17.560634921,6.4
