0.063673469,1st motif + repetition
2.768253968,1st motif extended
4.690793651,1st motif - solo
7.497142857,1st motif - coda (with sustain)
12.117913832,2nd motif + repetition
16.165079365,2nd motif - extension
18.494693878,2nd motif - "folding"
