0.000000000,1.1
0.700068027,1.3
1.289138322,1.4
4.273673469,1.2
4.809115646,3.4
4.999070295,4.1
5.044580499,4.2
5.264943311,4.3
5.501111111,4.4
6.233333333,5.1
6.542222222,New Point
7.077460317,5.2
7.616145125,5.3
8.614603175,New Point
10.936598639,5.4
11.278548753,6.1
12.387551020,6.2
13.118639456,6.3
14.262857143,New Point
15.542857143,New Point
16.378526077,7.1
16.904126984,7.2
17.368526077,7.3
17.995464853,7.4
