Stimuli_ID	Vocalist_ID	Technique	Artist	Song	Lyrics	Duration	Tempo	Time_signature	Original_Corresponding_Excerpt	WAV_Path	Credits	Session_date_YMD	logMel_Path	Spectral_Centroid	Gender	Age_at_recording	band_url	annotations
STIM-065	C	Growling_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""	3285.62	155	4/4	EXCE-141	audio/STIM-065.wav	Nathan Bagwell Jr.	20250507	logMel\STIM-065.png	2326.101031	Male		https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q	
STIM-066	C	Growling_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""	3424.94	155	4/4	EXCE-141	audio/STIM-066.wav	Nathan Bagwell Jr.	20250507	logMel\STIM-066.png	2306.498524	Male		https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q	
STIM-067	C	Growling_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""	2449.71	140	3/4	EXCE-042	audio/STIM-067.wav	Nathan Bagwell Jr.	20250507	logMel\STIM-067.png	3031.710226	Male		https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q	
STIM-068	C	Growling_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""	2391.66	140	3/4	EXCE-042	audio/STIM-068.wav	Nathan Bagwell Jr.	20250507	logMel\STIM-068.png	2963.797579	Male		https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q	
STIM-069	C	Growling_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""	3424.94	95	4/4	EXCE-208	audio/STIM-069.wav	Nathan Bagwell Jr.	20250507	logMel\STIM-069.png	2747.759852	Male		https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q	
STIM-070	C	Growling_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""	3285.62	95	4/4	EXCE-208	audio/STIM-070.wav	Nathan Bagwell Jr.	20250507	logMel\STIM-070.png	2653.739656	Male		https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q	
STIM-071	C	Growling_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""	4005.44	110	4/4	EXCE-184	audio/STIM-071.wav	Nathan Bagwell Jr.	20250507	logMel\STIM-071.png	2899.383195	Male		https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q	
STIM-072	C	Growling_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""	3761.63	110	4/4	EXCE-184	audio/STIM-072.wav	Nathan Bagwell Jr.	20250507	logMel\STIM-072.png	2845.457861	Male		https://open.spotify.com/artist/0mAFtuhEzuJs2ouYJ0Lqo7?si=atMso54jTtyvtr7rBUDF8Q	
STIM-073	D	Clean	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""	5816.6	105	4/4	EXCE-093	audio/STIM-073.wav	Edwin Castillo	20250508	logMel\STIM-073.png	2189.929589	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
STIM-074	D	Clean_FLAT	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""	5433.47	105	4/4	EXCE-093	audio/STIM-074.wav	Edwin Castillo	20250508	logMel\STIM-074.png	1998.152986	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
STIM-075	D	Clean	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""	3715.19	135	4/4	EXCE-056	audio/STIM-075.wav	Edwin Castillo	20250508	logMel\STIM-075.png	2749.695005	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
STIM-076	D	Clean_FLAT	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""	3773.24	135	4/4	EXCE-056	audio/STIM-076.wav	Edwin Castillo	20250508	logMel\STIM-076.png	2108.460285	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
STIM-077	D	Clean	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""	4063.49	110	4/4	EXCE-108	audio/STIM-077.wav	Edwin Castillo	20250508	logMel\STIM-077.png	2246.406936	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
STIM-078	D	Clean_FLAT	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""	3482.99	110	4/4	EXCE-108	audio/STIM-078.wav	Edwin Castillo	20250508	logMel\STIM-078.png	1905.500352	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
STIM-079	D	Clean	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""	3970.61	110	4/4	EXCE-124	audio/STIM-079.wav	Edwin Castillo	20250508	logMel\STIM-079.png	2565.056987	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
STIM-080	D	Clean_FLAT	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""	3552.65	110	4/4	EXCE-124	audio/STIM-080.wav	Edwin Castillo	20250508	logMel\STIM-080.png	2108.379914	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
STIM-081	D	Screaming_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""	2914.1	161	4/4	EXCE-064	audio/STIM-081.wav	Edwin Castillo	20250508	logMel\STIM-081.png	2837.051978	Male		https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw	
