Stimuli_ID	Vocalist_ID	Technique	Artist	Song	Lyrics	Duration	Rhythm	Melody	Tempo	Time_signature	Original_Corresponding_Excerpt	WAV_Path	Credits	Session_date_YMD	logMel_Path	Spectral_Centroid	annotations	Age_at_recording	band_spotify_url
STIM-092	D	Growling_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/STIM-092	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-093	D	Growling_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/STIM-093	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-094	D	Growling_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/STIM-094	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-095	D	Growling_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/STIM-095	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-096	D	Growling_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/STIM-096	Edwin Castillo	20250508					https://open.spotify.com/artist/5nwrqitQ1S4SIqzj5pXfm4?si=4SRbs46gRFuMGYpXwAS_sw
STIM-097	E	Clean	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/STIM-097	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-098	E	Clean_FLAT	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/STIM-098	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-099	E	Clean	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/STIM-099	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-100	E	Clean_FLAT	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/STIM-100	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-101	E	Clean	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/STIM-101	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-102	E	Clean_FLAT	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/STIM-102	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-103	E	Clean	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/STIM-103	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-104	E	Clean_FLAT	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/STIM-104	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-105	E	Screaming_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/STIM-105	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-106	E	Screaming_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/STIM-106	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-107	E	Screaming_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/STIM-107	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-108	E	Screaming_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/STIM-108	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-109	E	Screaming_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/STIM-109	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-110	E	Screaming_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/STIM-110	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-111	E	Screaming_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/STIM-111	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-112	E	Screaming_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/STIM-112	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-113	E	Growling_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/STIM-113	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-114	E	Growling_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/STIM-114	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-115	E	Growling_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/STIM-115	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-116	E	Growling_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/STIM-116	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-117	E	Growling_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/STIM-117	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-118	E	Growling_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/STIM-118	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-119	E	Growling_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/STIM-119	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-120	E	Growling_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/STIM-120	Moni Patel	20250510					https://open.spotify.com/artist/4xlkYCPL2K11M8HIaIO6QA?si=SEI1bhO2TiGnYMiDWuyzLw
STIM-121	F	Clean	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/STIM-121	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-122	F	Clean_FLAT	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/STIM-122	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-123	F	Clean	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/STIM-123	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-124	F	Clean_FLAT	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/STIM-124	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-125	F	Clean	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/STIM-125	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-126	F	Clean_FLAT	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/STIM-126	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-127	F	Clean	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/STIM-127	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-128	F	Clean_FLAT	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/STIM-128	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-129	F	Screaming_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/STIM-129	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-130	F	Screaming_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/STIM-130	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-131	F	Screaming_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/STIM-131	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-132	F	Screaming_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/STIM-132	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-133	F	Screaming_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/STIM-133	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-134	F	Screaming_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/STIM-134	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-135	F	Screaming_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/STIM-135	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-136	F	Screaming_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/STIM-136	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-137	F	Growling_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/STIM-137	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-138	F	Growling_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/STIM-138	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-139	F	Growling_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/STIM-139	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-140	F	Growling_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/STIM-140	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-141	F	Growling_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/STIM-141	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-142	F	Growling_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/STIM-142	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-143	F	Growling_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/STIM-143	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-144	F	Growling_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/STIM-144	Ahad Farooqui	20250511					https://open.spotify.com/artist/1g3TCyXjGgYTBLBUhSrOg5?si=OXM8TmRmRuSHRSUr5FV2Cw
STIM-145	G	Clean	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/STIM-145	Rachael Chafin	20250513			Female vocalist		
STIM-146	G	Clean_FLAT	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/STIM-146	Rachael Chafin	20250513			Female vocalist		
STIM-147	G	Clean	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/STIM-147	Rachael Chafin	20250513			Female vocalist		
STIM-148	G	Clean_FLAT	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/STIM-148	Rachael Chafin	20250513			Female vocalist		
STIM-149	G	Clean	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/STIM-149	Rachael Chafin	20250513			Female vocalist		
STIM-150	G	Clean_FLAT	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/STIM-150	Rachael Chafin	20250513			Female vocalist		
STIM-151	G	Clean	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/STIM-151	Rachael Chafin	20250513			Female vocalist		
STIM-152	G	Clean_FLAT	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/STIM-152	Rachael Chafin	20250513			Female vocalist		
STIM-153	G	Screaming_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/STIM-153	Rachael Chafin	20250513			Female vocalist		
STIM-154	G	Screaming_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/STIM-154	Rachael Chafin	20250513			Female vocalist		
STIM-155	G	Screaming_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/STIM-155	Rachael Chafin	20250513			Female vocalist		
STIM-156	G	Screaming_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/STIM-156	Rachael Chafin	20250513			Female vocalist		
STIM-157	G	Screaming_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/STIM-157	Rachael Chafin	20250513			Female vocalist		
STIM-158	G	Screaming_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/STIM-158	Rachael Chafin	20250513			Female vocalist		
STIM-159	G	Screaming_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/STIM-159	Rachael Chafin	20250513			Female vocalist		
STIM-160	G	Screaming_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/STIM-160	Rachael Chafin	20250513			Female vocalist		
STIM-161	G	Growling_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/STIM-161	Rachael Chafin	20250513			Female vocalist		
STIM-162	G	Growling_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/STIM-162	Rachael Chafin	20250513			Female vocalist		
STIM-163	G	Growling_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/STIM-163	Rachael Chafin	20250513			Female vocalist		
STIM-164	G	Growling_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/STIM-164	Rachael Chafin	20250513			Female vocalist		
STIM-165	G	Growling_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/STIM-165	Rachael Chafin	20250513			Female vocalist		
STIM-166	G	Growling_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/STIM-166	Rachael Chafin	20250513			Female vocalist		
STIM-167	G	Growling_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/STIM-167	Rachael Chafin	20250513			Female vocalist		
STIM-168	G	Growling_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/STIM-168	Rachael Chafin	20250513			Female vocalist		
STIM-169	A	Clean	Asking Alexandria	Holding On To Something More	"""I hear the screams inside these walls"""				180	4/4	EXCE-116		Patrick Smith	20250502					
STIM-170	A	Clean_FLAT	Asking Alexandria	Holding On To Something More	"""I hear the screams inside these walls"""				180	4/4	EXCE-116		Patrick Smith	20250502					
STIM-171	A	Clean	Protest the Hero	A Life Embossed	"""I'm proud of every pit bull"""				140	4/4	EXCE-128		Patrick Smith	20250502					
STIM-172	A	Clean_FLAT	Protest the Hero	A Life Embossed	"""I'm proud of every pit bull"""				140	4/4	EXCE-128		Patrick Smith	20250502					
STIM-173	A	Clean	Northlane	Ra	"""There's a desert in my head"""				90	4/4	EXCE-175		Patrick Smith	20250502					
STIM-174	A	Clean_FLAT	Northlane	Ra	"""There's a desert in my head"""				90	4/4	EXCE-175		Patrick Smith	20250502					
STIM-175	A	Clean	DragonForce	A Flame for Freedom	"""Life brings hope for us all"""				130	4/4	EXCE-189		Patrick Smith	20250502					
STIM-176	A	Clean_FLAT	DragonForce	A Flame for Freedom	"""Life brings hope for us all"""				130	4/4	EXCE-189		Patrick Smith	20250502					
STIM-177	A	Screaming_NV	Suicide Silence	Something Invisible	"""something fucking invisible"""				123	4/4	EXCE-050		Patrick Smith	20250502					
STIM-178	A	Screaming_V	Suicide Silence	Something Invisible	"""something fucking invisible"""				123	4/4	EXCE-050		Patrick Smith	20250502					
STIM-179	A	Screaming_NV	Cradle of Filth	Malignant Perfection	"""Temple praise the brazen goddess"""				136	4/4	EXCE-073		Patrick Smith	20250502					
STIM-180	A	Screaming_V	Cradle of Filth	Malignant Perfection	"""Temple praise the brazen goddess"""				136	4/4	EXCE-073		Patrick Smith	20250502					
STIM-181	A	Screaming_NV	Parkway Drive	Set To Destroy	"""this is the end of days"""				220	4/4	EXCE-166		Patrick Smith	20250502					
STIM-182	A	Screaming_V	Parkway Drive	Set To Destroy	"""this is the end of days"""				220	4/4	EXCE-166		Patrick Smith	20250502					
STIM-183	A	Screaming_NV	The Black Dahlia Murder	The Fog	"""To think we toasted rye"""				150	4/4	EXCE-182		Patrick Smith	20250502					
STIM-184	A	Screaming_V	The Black Dahlia Murder	The Fog	"""To think we toasted rye"""				150	4/4	EXCE-182		Patrick Smith	20250502					
STIM-185	A	Growling_NV	Job for a Cowboy	Coalescing Prophecy	"""Have left behind the sign of the cross"""				240	4/4	EXCE-148		Patrick Smith	20250502					
STIM-186	A	Growling_V	Job for a Cowboy	Coalescing Prophecy	"""Have left behind the sign of the cross"""				240	4/4	EXCE-148		Patrick Smith	20250502					
STIM-187	A	Growling_NV	The Faceless	Ghost of a Stranger	"""what I have become"""				210	4/4	EXCE-202		Patrick Smith	20250502					
STIM-188	A	Growling_V	The Faceless	Ghost of a Stranger	"""what I have become"""				210	4/4	EXCE-202		Patrick Smith	20250502					
STIM-189	A	Growling_NV	Cannibal Corpse	Puncture Wound Massacre	"""Hate for them still drives my rage"""				143	4/4	EXCE-006		Patrick Smith	20250502					
STIM-190	A	Growling_V	Cannibal Corpse	Puncture Wound Massacre	"""Hate for them still drives my rage"""				143	4/4	EXCE-006		Patrick Smith	20250502					
STIM-191	A	Growling_NV	Whitechapel	Faces	"""The faces of justice"""				220	4/4	EXCE-139		Patrick Smith	20250502					
STIM-192	A	Growling_V	Whitechapel	Faces	"""The faces of justice"""				220	4/4	EXCE-139		Patrick Smith	20250502					
STIM-193	B	Clean	Metallica	ManUNkind	"""Frozen captive by the nights"""				160	3/4	EXCE-121		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-194	B	Clean_FLAT	Metallica	ManUNkind	"""Frozen captive by the nights"""				160	3/4	EXCE-121		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-195	B	Clean	We Came As Romans	"Views That Never Cease, to Keep Me From Myself"	"""I will wade through the worst of it all"""				160	4/4	EXCE-197		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-196	B	Clean_FLAT	We Came As Romans	"Views That Never Cease, to Keep Me From Myself"	"""I will wade through the worst of it all"""				160	4/4	EXCE-197		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-197	B	Clean	Avenged Sevenfold	Fermi Paradox	"""Heaven works on borrowed time"""				150	4/4	EXCE-057		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-198	B	Clean_FLAT	Avenged Sevenfold	Fermi Paradox	"""Heaven works on borrowed time"""				150	4/4	EXCE-057		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-199	B	Screaming_NV	Architects	Year in Year Out/Up and Away	"""Live everyday like your last"""				107	4/4	EXCE-072		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-200	B	Screaming_V	Architects	Year in Year Out/Up and Away	"""Live everyday like your last"""				107	4/4	EXCE-072		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-201	B	Screaming_NV	August Burns Red	Twenty-One Grams	"""While seeking answers to these questions?"""				195	4/4	EXCE-160		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-202	B	Screaming_V	August Burns Red	Twenty-One Grams	"""While seeking answers to these questions?"""				195	4/4	EXCE-160		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-203	B	Screaming_NV	Parkway Drive	Hollow	"""Yet conflict embraces me"""				150	4/4	EXCE-168		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-204	B	Screaming_V	Parkway Drive	Hollow	"""Yet conflict embraces me"""				150	4/4	EXCE-168		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-205	B	Screaming_NV	The Black Dahlia Murder	The Advent	"""Empire laden in frost"""				180	4/4	EXCE-181		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-206	B	Screaming_V	The Black Dahlia Murder	The Advent	"""Empire laden in frost"""				180	4/4	EXCE-181		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-207	B	Growling_NV	Morbid Angel	Within Thy Enemy	"""From within this seething comes"""				221	4/4	EXCE-041		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-208	B	Growling_V	Morbid Angel	Within Thy Enemy	"""From within this seething comes"""				221	4/4	EXCE-041		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
STIM-209	B	Growling_NV	Whitechapel	Single File to Dehumanization	"""I'm a slave to myself"""				140	5/4	EXCE-137		Daniel Hoke Hossey III	20250506					https://open.spotify.com/artist/1X5JBMNf6cgE6snRQX3fkK?si=4Anj9P0PR2eh8wobhwM4wQ
