Excerpt_ID	Technique	Artist	Album	Album_Popularity	Song	Year	Stream_Count	Track_Popularity	Duration	Timecode	Lyrics	Spotify_URL	MP3_Path	Date_collected	
EXCE-084	Screaming	Chelsea Grin	Self Inflicted	30	Strung Out	2016	1294294	20	3:26			https://open.spotify.com/track/1LluFB0N9wjZcVbbyA4ExT?si=57a6bb32d3e34b21	excerpts_audio/EXCE-084.mp3	22/3/2025	
EXCE-085	Screaming	Chelsea Grin	My Damnation	33	Last Breath	2011	879146	23	3:56			https://open.spotify.com/track/7BaQ2fdQbmSXDVwAkbSHJw?si=82beb8a2766a4923	excerpts_audio/EXCE-085.mp3	22/3/2025	
EXCE-086	Screaming	Chelsea Grin	My Damnation	33	Cursed	2011	815301	23	3:23			https://open.spotify.com/track/6epzo4WhSnFZTQ1yZbuOh7?si=b26d01e3dd1842b4	excerpts_audio/EXCE-086.mp3	22/3/2025	
EXCE-087	Screaming	Chelsea Grin	My Damnation	33	Behind A Veil Of Lies	2011	858624	23	3:23			https://open.spotify.com/track/292riyQNWjqZtY3uNlxAsx?si=6ab964aa505846d1	excerpts_audio/EXCE-087.mp3	22/3/2025	
EXCE-088	Screaming	Chelsea Grin	Suffer in Hell	37	Flood Lungs	2022	755448	27	3:21			https://open.spotify.com/track/5DeFJ230Wbr1Dk4NHlXkGS?si=36ce4a757d484a9a	excerpts_audio/EXCE-088.mp3	22/3/2025	
EXCE-089	Screaming	Chelsea Grin	Suffer in Hell	37	Mourning Hymn	2022	762044	28	3:38			https://open.spotify.com/track/6xikYfhXuak7z2pK0aNaJO?si=f498ce5d07ec4c29	excerpts_audio/EXCE-089.mp3	22/3/2025	
EXCE-090	Screaming	Chelsea Grin	Suffer in Hell	37	Deathbed Companion	2022	773544	32	3:51			https://open.spotify.com/track/5ykQnFDr2PjKKnEM9sVlP5?si=abe0e9cb628c42dd	excerpts_audio/EXCE-090.mp3	22/3/2025	
EXCE-091	Clean	Trivium	Ember to Inferno: Ab Initio	31	Thrust - Ruber	2016	401029	16	5:38			https://open.spotify.com/track/7sLv471nu3bAxqC0wA54R2?si=dcdc104333e34bc7	excerpts_audio/EXCE-091.mp3	22/3/2025	
EXCE-092	Clean	Trivium	Ember to Inferno: Ab Initio	31	Fugue - Caeruleus	2016	384619	17	4:29			https://open.spotify.com/track/5vNWYsZ1gOXYaCTi58S0fS?si=e9df86c30c004607	excerpts_audio/EXCE-092.mp3	22/3/2025	
EXCE-093	Clean	Trivium	Ember to Inferno: Ab Initio	31	The Deceived - Flavus	2016	423655	19	5:48			https://open.spotify.com/track/72iMpZX8sUkchJaRanWm5U?si=5b1db4386d7f4222	excerpts_audio/EXCE-093.mp3	22/3/2025	
EXCE-094	Clean	Trivium	In Waves	38	Of All These Yesterdays	2011	3973370	26	4:21			https://open.spotify.com/track/7xFNih0tNZYBdGyeeX4KsO?si=ac0f5d1a206f4513	excerpts_audio/EXCE-094.mp3	22/3/2025	
EXCE-095	Clean	Trivium	In Waves	38	Forsake Not the Dream	2011	5829797	27	5:20			https://open.spotify.com/track/46WFkRUFWb4a49F6pRE2cx?si=8b0d4b5fd18d4482	excerpts_audio/EXCE-095.mp3	22/3/2025	
EXCE-096	Clean	Trivium	In Waves	38	Caustic Are the Ties That Bind	2011	5219688	27	5:34			https://open.spotify.com/track/7pbNUemCDG0MWFbHugwnEM?si=b9a52514fa8f4f7c	excerpts_audio/EXCE-096.mp3	22/3/2025	
EXCE-097	Clean	Trivium	Shogun	38	He Who Spawned the Furies	2008	3357731	38	4:07			https://open.spotify.com/track/2M8wXkIciPmJysT8P4tuFw?si=4f268a7bd62f4dad	excerpts_audio/EXCE-097.mp3	22/3/2025	
EXCE-098	Clean	Trivium	Shogun	38	The Calamity	2008	4008440	28	4:58			https://open.spotify.com/track/6cWYNtqTnUFDCDtyJhrzVM?si=d34f7b33d27d4782	excerpts_audio/EXCE-098.mp3	22/3/2025	
EXCE-099	Clean	Trivium	Shogun	38	Of Prometheus and the Crucifix	2008	4252474	28	4:40			https://open.spotify.com/track/2Cvk1G8nHMNOxbzj39dQNj?si=7599e96706f44883	excerpts_audio/EXCE-099.mp3	22/3/2025	
EXCE-100	Clean	Killswitch Engage	Disarm the Descent	36	The Call	2013	3912961	25	2:50			https://open.spotify.com/track/139UKeDRlEURNgiU8Xjo7d?si=ee89dc7332a24553	excerpts_audio/EXCE-100.mp3	22/3/2025	
EXCE-101	Clean	Killswitch Engage	Disarm the Descent	36	All We Have	2013	5881452	26	3:20			https://open.spotify.com/track/4UIppBserVI22a6cL0lJW0?si=c9a5204ec5734dce	excerpts_audio/EXCE-101.mp3	22/3/2025	
EXCE-102	Clean	Killswitch Engage	Disarm the Descent	36	Time Will Not Remain	2013	4323231	26	3:13			https://open.spotify.com/track/2V71gG62VV7BTAZTJx7wJb?si=d5a7fbd1ed744278	excerpts_audio/EXCE-102.mp3	22/3/2025	
EXCE-103	Clean	Killswitch Engage	Killswitch Engage	39	Never Again	2009	3994308	28	3:09			https://open.spotify.com/track/5qAoknGvV7ICo72sxZj8Wy?si=41fbd93269964ca6	excerpts_audio/EXCE-103.mp3	22/3/2025	
EXCE-104	Clean	Killswitch Engage	Killswitch Engage	39	The Return	2009	3474621	28	4:28			https://open.spotify.com/track/2X7KCgXsZM9KOBABg9artU?si=e68ca9cb52074152	excerpts_audio/EXCE-104.mp3	22/3/2025	
EXCE-105	Clean	Killswitch Engage	Killswitch Engage	39	I Would Do Anything	2009	2873787	28	3:22			https://open.spotify.com/track/4Mni7R6Odk09rhzlCvuHLt?si=e6d53cb0ddb64fab	excerpts_audio/EXCE-105.mp3	22/3/2025	
EXCE-106	Clean	Killswitch Engage	As Daylight Dies	39	Desperate Times	2007	5885757	27	4:25			https://open.spotify.com/track/7FCjT6HbLGpumwQj10uCup?si=ee7f8651184546c4	excerpts_audio/EXCE-106.mp3	22/3/2025	
EXCE-107	Clean	Killswitch Engage	As Daylight Dies	39	For You	2007	8283899	28	4:03			https://open.spotify.com/track/3nKEShXOr902sQp5oP7XVO?si=86353709d7014707	excerpts_audio/EXCE-107.mp3	22/3/2025	
EXCE-108	Clean	Killswitch Engage	As Daylight Dies	39	Still Beats Your Name	2007	8036395	28	3:19			https://open.spotify.com/track/69I6bw8HEZwHpQveSThANM?si=a14ef64165a04d4a	excerpts_audio/EXCE-108.mp3	22/3/2025	
EXCE-109	Clean	Asking Alexandria	Asking Alexandria	40	Empire	2017	5660323	26	4:16			https://open.spotify.com/track/1XebYjNOfI9GiaIvVVz615?si=482a0a345d8e46ad	excerpts_audio/EXCE-109.mp3	22/3/2025	
EXCE-110	Clean	Asking Alexandria	Asking Alexandria	40	I am One	2017	7342024	28	3:32			https://open.spotify.com/track/2I3ZEbreVvEIIoS767BFpM?si=d4fdc3ac7b5e4633	excerpts_audio/EXCE-110.mp3	22/3/2025	
EXCE-111	Clean	Asking Alexandria	Asking Alexandria	40	Room 138	2017	7255905	28	3:44			https://open.spotify.com/track/0P4nUDGRUf7PjNSjLaoyam?si=b3fa0cfc45f74941	excerpts_audio/EXCE-111.mp3	22/3/2025	
EXCE-112	Clean	Asking Alexandria	See What’s On The Inside	47	Fame	2021	1805124	28	3:18			https://open.spotify.com/track/4ywHcQOF65nDSQLGwImNcC?si=db625f4bdb57441c	excerpts_audio/EXCE-112.mp3	22/3/2025	
EXCE-113	Clean	Asking Alexandria	See What’s On The Inside	47	The Grey	2021	1997269	29	3:46			https://open.spotify.com/track/4e7SWtyR03JOQdhSfDtoEn?si=a053583921824e50	excerpts_audio/EXCE-113.mp3	22/3/2025	
EXCE-114	Clean	Asking Alexandria	See What’s On The Inside	47	Misery Loves Company	2021	2012643	30	4:03			https://open.spotify.com/track/6C91VysbX8GBwv88QFpFpO?si=baf8e6e6fc0f4ad0	excerpts_audio/EXCE-114.mp3	22/3/2025	
EXCE-115	Clean	Asking Alexandria	Where Do We Go From Here?	50	Feel	2023	1479535	36	3:32			https://open.spotify.com/track/3If5t8sD0bYzwCfMiDxkCZ?si=5b6038f9c4e24f1d	excerpts_audio/EXCE-115.mp3	22/3/2025	
EXCE-116	Clean	Asking Alexandria	Where Do We Go From Here?	50	Holding On To Something More	2023	1429485	36	3:24			https://open.spotify.com/track/1WpgwCWpMzfNyHFNled4Xn?si=76b938e7c97a4c0d	excerpts_audio/EXCE-116.mp3	22/3/2025	
EXCE-117	Clean	Asking Alexandria	Where Do We Go From Here?	50	Let The Dead Take Me	2023	1846802	39	3:44			https://open.spotify.com/track/2VG8O5SMVY2pndesJGCVub?si=702ecfa68dac4f99	excerpts_audio/EXCE-117.mp3	22/3/2025	
EXCE-118	Clean	Metallica	St. Anger	47	My World	2003	6891809	32	5:45			https://open.spotify.com/track/0rVZ9iDQCmb2nyB8RvfAOv?si=5aa6bc8db5f4470d	excerpts_audio/EXCE-118.mp3	22/3/2025	
EXCE-119	Clean	Metallica	St. Anger	47	Purify	2003	5873045	33	5:13			https://open.spotify.com/track/0HZpiUtrwCqKChQn0x6Bqy?si=4fca4a9d0231422a	excerpts_audio/EXCE-119.mp3	22/3/2025	
EXCE-120	Clean	Metallica	St. Anger	47	All Within My Hands	2003	6366769	33	8:45			https://open.spotify.com/track/2XDPSz4jo6FiOoRc7pfgm3?si=3a3ae4270fc34acf	excerpts_audio/EXCE-120.mp3	22/3/2025	
EXCE-121	Clean	Metallica	Hardwired…To Self-Destruct	52	ManUNkind	2016	18403395	33	6:55			https://open.spotify.com/track/7FPfl1TIBufq9AIgDiiqMh?si=bbc2170e20604294	excerpts_audio/EXCE-121.mp3	22/3/2025	
EXCE-122	Clean	Metallica	Hardwired…To Self-Destruct	52	Am I Savage?	2016	18073731	34	6:29			https://open.spotify.com/track/3LR0MLRmhiPpD15HDWc0uM?si=571f130d41a44529	excerpts_audio/EXCE-122.mp3	22/3/2025	
EXCE-123	Clean	Metallica	Hardwired…To Self-Destruct	52	Murder One	2016	20294834	35	5:45			https://open.spotify.com/track/6bavz6DVogZ45tleQJxlv0?si=1339ad7a784e458c	excerpts_audio/EXCE-123.mp3	22/3/2025	
EXCE-124	Clean	Metallica	72 Seasons	53	Crown of Barbed Wire	2023	10825119	40	5:49			https://open.spotify.com/track/1FdinUvlpQj2nqbzuS7XRw?si=6fdcb91627994475	excerpts_audio/EXCE-124.mp3	22/3/2025	
EXCE-125	Clean	Metallica	72 Seasons	53	Chasing Light	2023	10422079	40	6:45			https://open.spotify.com/track/5krkEca0E6k01D2CYvLuZx?si=7d20838c46a940da	excerpts_audio/EXCE-125.mp3	22/3/2025	
EXCE-126	Clean	Metallica	72 Seasons	53	Room of Mirrors	2023	10256953	40	5:33			https://open.spotify.com/track/07gm9g5b2LF3XJfYPnsVsj?si=e3e6da376bbc4fa0	excerpts_audio/EXCE-126.mp3	22/3/2025	
EXCE-127	Clean	Protest the Hero	Volition	31	Animal Bones	2013	1158002	19	4:37			https://open.spotify.com/track/5RmJ3OhT3h3JyUf9a0JbcK?si=e977001df06a4838	excerpts_audio/EXCE-127.mp3	22/3/2025	
EXCE-128	Clean	Protest the Hero	Volition	31	A Life Embossed	2013	1347914	20	5:33			https://open.spotify.com/track/347MGAZ6Fd1BCPfvaO8JYq?si=d935679c53044c47	excerpts_audio/EXCE-128.mp3	22/3/2025	
EXCE-129	Clean	Protest the Hero	Volition	31	Underbite	2013	1374534	20	3:45			https://open.spotify.com/track/4BPjLkiKvn1POvdt82Vtog?si=7ce13fee04a4463e	excerpts_audio/EXCE-129.mp3	22/3/2025	
EXCE-130	Clean	Protest the Hero	Scurrilous	31	Termites	2011	794536	21	3:56			https://open.spotify.com/track/31deI3OqaBfdt0RScUn0AL?si=fbecc62976e144f8	excerpts_audio/EXCE-130.mp3	22/3/2025	
EXCE-131	Clean	Protest the Hero	Scurrilous	31	Tapestry	2011	1047606	22	4:33			https://open.spotify.com/track/2ZKBuySAoVfnzvt6x4NSPq?si=00523a8febfd438f	excerpts_audio/EXCE-131.mp3	22/3/2025	
EXCE-132	Clean	Protest the Hero	Scurrilous	31	The Reign of Unending Terror	2011	814597	22	3:23			https://open.spotify.com/track/4schkUgCqgU8gTEjDFI54K?si=0fa9d5c366364ab4	excerpts_audio/EXCE-132.mp3	22/3/2025	
EXCE-133	Clean	Protest the Hero	Palimpsest	35	Rivet	2020	760069	25	5:35			https://open.spotify.com/track/6CZHUMTwo5lwyszYARrVYy?si=8c34f17db9dd459c	excerpts_audio/EXCE-133.mp3	22/3/2025	
EXCE-134	Clean	Protest the Hero	Palimpsest	35	Gardenias	2020	806186	26	4:57			https://open.spotify.com/track/1lHWHBeiWUSM2SOYyPhYtw?si=5cba8d244600455b	excerpts_audio/EXCE-134.mp3	22/3/2025	
EXCE-135	Clean	Protest the Hero	Palimpsest	35	Reverie	2020	959865	26	5:26			https://open.spotify.com/track/0waARLc0ja4NTwQoA6lkPK?si=cc57cb43fb20433e	excerpts_audio/EXCE-135.mp3	22/3/2025	
EXCE-136	Growling	Whitechapel											excerpts_audio/EXCE-136.mp3	22/3/2025	
EXCE-137	Growling	Whitechapel											excerpts_audio/EXCE-137.mp3	22/3/2025	
EXCE-138	Growling	Whitechapel											excerpts_audio/EXCE-138.mp3	22/3/2025	
EXCE-139	Growling	Whitechapel											excerpts_audio/EXCE-139.mp3	22/3/2025	
EXCE-140	Growling	Whitechapel											excerpts_audio/EXCE-140.mp3	22/3/2025	
EXCE-141	Growling	Whitechapel											excerpts_audio/EXCE-141.mp3	22/3/2025	
EXCE-142	Growling	Whitechapel											excerpts_audio/EXCE-142.mp3	22/3/2025	
EXCE-143	Growling	Whitechapel											excerpts_audio/EXCE-143.mp3	22/3/2025	
EXCE-144	Growling	Whitechapel											excerpts_audio/EXCE-144.mp3	22/3/2025	
EXCE-145	Growling	Job for a Cowboy											excerpts_audio/EXCE-145.mp3	22/3/2025	
EXCE-146	Growling	Job for a Cowboy											excerpts_audio/EXCE-146.mp3	22/3/2025	
EXCE-147	Growling	Job for a Cowboy											excerpts_audio/EXCE-147.mp3	22/3/2025	
EXCE-148	Growling	Job for a Cowboy											excerpts_audio/EXCE-148.mp3	22/3/2025	
EXCE-149	Growling	Job for a Cowboy											excerpts_audio/EXCE-149.mp3	22/3/2025	
EXCE-150	Growling	Job for a Cowboy											excerpts_audio/EXCE-150.mp3	22/3/2025	
EXCE-151	Growling	Job for a Cowboy											excerpts_audio/EXCE-151.mp3	22/3/2025	
EXCE-152	Growling	Job for a Cowboy											excerpts_audio/EXCE-152.mp3	22/3/2025	
EXCE-153	Growling	Job for a Cowboy											excerpts_audio/EXCE-153.mp3	22/3/2025	
EXCE-154	Screaming	August Burns Red											excerpts_audio/EXCE-154.mp3	22/3/2025	
EXCE-155	Screaming	August Burns Red											excerpts_audio/EXCE-155.mp3	22/3/2025	
EXCE-156	Screaming	August Burns Red											excerpts_audio/EXCE-156.mp3	22/3/2025	
EXCE-157	Screaming	August Burns Red											excerpts_audio/EXCE-157.mp3	22/3/2025	
EXCE-158	Screaming	August Burns Red											excerpts_audio/EXCE-158.mp3	22/3/2025	
EXCE-159	Screaming	August Burns Red											excerpts_audio/EXCE-159.mp3	22/3/2025	
EXCE-160	Screaming	August Burns Red											excerpts_audio/EXCE-160.mp3	22/3/2025	
EXCE-161	Screaming	August Burns Red											excerpts_audio/EXCE-161.mp3	22/3/2025	
EXCE-162	Screaming	August Burns Red											excerpts_audio/EXCE-162.mp3	22/3/2025	
EXCE-163	Screaming	Parkway Drive											excerpts_audio/EXCE-163.mp3	22/3/2025	
EXCE-164	Screaming	Parkway Drive											excerpts_audio/EXCE-164.mp3	22/3/2025	
EXCE-165	Screaming	Parkway Drive											excerpts_audio/EXCE-165.mp3	22/3/2025	
EXCE-166	Screaming	Parkway Drive											excerpts_audio/EXCE-166.mp3	22/3/2025	
EXCE-167	Screaming	Parkway Drive											excerpts_audio/EXCE-167.mp3	22/3/2025	
EXCE-168	Screaming	Parkway Drive											excerpts_audio/EXCE-168.mp3	22/3/2025	
EXCE-169	Screaming	Parkway Drive											excerpts_audio/EXCE-169.mp3	22/3/2025	
EXCE-170	Screaming	Parkway Drive											excerpts_audio/EXCE-170.mp3	22/3/2025	
EXCE-171	Screaming	Parkway Drive											excerpts_audio/EXCE-171.mp3	22/3/2025	
EXCE-172	Clean	Northlane											excerpts_audio/EXCE-172.mp3	22/3/2025	
EXCE-173	Clean	Northlane											excerpts_audio/EXCE-173.mp3	22/3/2025	
EXCE-174	Clean	Northlane											excerpts_audio/EXCE-174.mp3	22/3/2025	
EXCE-175	Clean	Northlane											excerpts_audio/EXCE-175.mp3	22/3/2025	
EXCE-176	Clean	Northlane											excerpts_audio/EXCE-176.mp3	22/3/2025	
EXCE-177	Clean	Northlane											excerpts_audio/EXCE-177.mp3	22/3/2025	
EXCE-178	Clean	Northlane											excerpts_audio/EXCE-178.mp3	22/3/2025	
EXCE-179	Clean	Northlane											excerpts_audio/EXCE-179.mp3	22/3/2025	
EXCE-180	Clean	Northlane											excerpts_audio/EXCE-180.mp3	22/3/2025	
