Stimuli_ID	Vocalist_ID	Technique	Artist	Song	Lyrics	Duration	Rhythm	Melody	Tempo	Time_signature	Original_Corresponding_Excerpt	WAV_Path	Credits	Session_date_YMD	logMel_Path	Spectral_Centroid	annotations	Age_at_recording
VOX-304	O	Screaming_V	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-304.wav	Hunter Champeau	20250601				
VOX-305	O	Growling_NV	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-305.wav	Hunter Champeau	20250601				
VOX-306	O	Growling_V	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-306.wav	Hunter Champeau	20250601				
VOX-307	O	Clean	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-307.wav	Hunter Champeau	20250601				
VOX-308	O	Clean_FLAT	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-308.wav	Hunter Champeau	20250601				
VOX-309	O	Screaming_NV	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-309.wav	Hunter Champeau	20250601				
VOX-310	O	Screaming_V	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-310.wav	Hunter Champeau	20250601				
VOX-311	O	Growling_NV	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-311.wav	Hunter Champeau	20250601				
VOX-312	O	Growling_V	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-312.wav	Hunter Champeau	20250601				
VOX-313	O	Clean	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-313.wav	Hunter Champeau	20250601				
VOX-314	O	Clean_FLAT	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-314.wav	Hunter Champeau	20250601				
VOX-315	O	Screaming_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-315.wav	Hunter Champeau	20250601				
VOX-316	O	Screaming_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-316.wav	Hunter Champeau	20250601				
VOX-317	O	Growling_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-317.wav	Hunter Champeau	20250601				
VOX-318	O	Growling_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-318.wav	Hunter Champeau	20250601				
VOX-319	O	Clean	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-319.wav	Hunter Champeau	20250601				
VOX-320	O	Clean_FLAT	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-320.wav	Hunter Champeau	20250601				
VOX-321	O	Screaming_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-321.wav	Hunter Champeau	20250601				
VOX-322	O	Screaming_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-322.wav	Hunter Champeau	20250601				
VOX-323	O	Growling_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-323.wav	Hunter Champeau	20250601				
VOX-324	O	Growling_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-324.wav	Hunter Champeau	20250601				
VOX-325	O	Clean	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-325.wav	Hunter Champeau	20250601				
VOX-326	O	Clean_FLAT	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-326.wav	Hunter Champeau	20250601				
VOX-327	O	Screaming_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-327.wav	Hunter Champeau	20250601				
VOX-328	O	Screaming_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-328.wav	Hunter Champeau	20250601				
VOX-329	O	Growling_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-329.wav	Hunter Champeau	20250601				
VOX-330	O	Growling_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-330.wav	Hunter Champeau	20250601				
VOX-331	O	Clean	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-331.wav	Hunter Champeau	20250601				
VOX-332	O	Clean_FLAT	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-332.wav	Hunter Champeau	20250601				
VOX-333	O	Screaming_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-333.wav	Hunter Champeau	20250601				
VOX-334	O	Screaming_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-334.wav	Hunter Champeau	20250601				
VOX-335	O	Growling_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-335.wav	Hunter Champeau	20250601				
VOX-336	O	Growling_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-336.wav	Hunter Champeau	20250601				
VOX-337	O	Clean	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-337.wav	Hunter Champeau	20250601				
VOX-338	O	Clean_FLAT	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-338.wav	Hunter Champeau	20250601				
VOX-339	O	Screaming_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-339.wav	Hunter Champeau	20250601				
VOX-340	O	Screaming_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-340.wav	Hunter Champeau	20250601				
VOX-341	O	Growling_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-341.wav	Hunter Champeau	20250601				
VOX-342	O	Growling_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-342.wav	Hunter Champeau	20250601				
VOX-343	O	Clean	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-343.wav	Hunter Champeau	20250601				
VOX-344	O	Clean_FLAT	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-344.wav	Hunter Champeau	20250601				
VOX-345	O	Screaming_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-345.wav	Hunter Champeau	20250601				
VOX-346	O	Screaming_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-346.wav	Hunter Champeau	20250601				
VOX-347	O	Growling_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-347.wav	Hunter Champeau	20250601				
VOX-348	O	Growling_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-348.wav	Hunter Champeau	20250601				
VOX-349	O	Clean	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-349.wav	Hunter Champeau	20250601				
VOX-350	O	Clean_FLAT	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-350.wav	Hunter Champeau	20250601				
VOX-351	O	Screaming_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-351.wav	Hunter Champeau	20250601				
VOX-352	O	Screaming_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-352.wav	Hunter Champeau	20250601				
VOX-353	O	Growling_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-353.wav	Hunter Champeau	20250601				
VOX-354	O	Growling_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-354.wav	Hunter Champeau	20250601				
VOX-355	O	Clean	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-355.wav	Hunter Champeau	20250601				
VOX-356	O	Clean_FLAT	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-356.wav	Hunter Champeau	20250601				
VOX-357	O	Screaming_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-357.wav	Hunter Champeau	20250601				
VOX-358	O	Screaming_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-358.wav	Hunter Champeau	20250601				
VOX-359	O	Growling_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-359.wav	Hunter Champeau	20250601				
VOX-360	O	Growling_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-360.wav	Hunter Champeau	20250601				
VOX-361	O	Clean	Asking Alexandria	Room 138	"""How did you forgive me?"""				180	4/4	EXCE-111	audio/VOX-361.wav	Hunter Champeau	20250601				
VOX-362	O	Clean_FLAT	Asking Alexandria	Room 138	"""How did you forgive me?"""				180	4/4	EXCE-111	audio/VOX-362.wav	Hunter Champeau	20250601				
VOX-363	O	Screaming_NV	Asking Alexandria	Room 138	"""How did you forgive me?"""				180	4/4	EXCE-111	audio/VOX-363.wav	Hunter Champeau	20250601				
VOX-364	O	Screaming_V	Asking Alexandria	Room 138	"""How did you forgive me?"""				180	4/4	EXCE-111	audio/VOX-364.wav	Hunter Champeau	20250601				
VOX-365	O	Growling_NV	Asking Alexandria	Room 138	"""How did you forgive me?"""				180	4/4	EXCE-111	audio/VOX-365.wav	Hunter Champeau	20250601				
VOX-366	O	Growling_V	Asking Alexandria	Room 138	"""How did you forgive me?"""				180	4/4	EXCE-111	audio/VOX-366.wav	Hunter Champeau	20250601				
VOX-367	O	Clean	Killswitch Engage	The Call	"""Leave behind this shell of flesh"""				110	4/4	EXCE-100	audio/VOX-367.wav	Hunter Champeau	20250601				
VOX-368	O	Clean_FLAT	Killswitch Engage	The Call	"""Leave behind this shell of flesh"""				110	4/4	EXCE-100	audio/VOX-368.wav	Hunter Champeau	20250601				
VOX-369	O	Screaming_NV	Killswitch Engage	The Call	"""Leave behind this shell of flesh"""				110	4/4	EXCE-100	audio/VOX-369.wav	Hunter Champeau	20250601				
VOX-370	O	Screaming_V	Killswitch Engage	The Call	"""Leave behind this shell of flesh"""				110	4/4	EXCE-100	audio/VOX-370.wav	Hunter Champeau	20250601				
VOX-371	O	Growling_NV	Killswitch Engage	The Call	"""Leave behind this shell of flesh"""				110	4/4	EXCE-100	audio/VOX-371.wav	Hunter Champeau	20250601				
VOX-372	O	Growling_V	Killswitch Engage	The Call	"""Leave behind this shell of flesh"""				110	4/4	EXCE-100	audio/VOX-372.wav	Hunter Champeau	20250601				
VOX-373	O	Clean	Northlane	Paragon	"""there are no fighters"""				130	4/4	EXCE-172	audio/VOX-373.wav	Hunter Champeau	20250601				
VOX-374	O	Clean_FLAT	Northlane	Paragon	"""there are no fighters"""				130	4/4	EXCE-172	audio/VOX-374.wav	Hunter Champeau	20250601				
VOX-375	O	Screaming_NV	Northlane	Paragon	"""there are no fighters"""				130	4/4	EXCE-172	audio/VOX-375.wav	Hunter Champeau	20250601				
VOX-376	O	Screaming_V	Northlane	Paragon	"""there are no fighters"""				130	4/4	EXCE-172	audio/VOX-376.wav	Hunter Champeau	20250601				
VOX-377	O	Growling_NV	Northlane	Paragon	"""there are no fighters"""				130	4/4	EXCE-172	audio/VOX-377.wav	Hunter Champeau	20250601				
VOX-378	O	Growling_V	Northlane	Paragon	"""there are no fighters"""				130	4/4	EXCE-172	audio/VOX-378.wav	Hunter Champeau	20250601				
VOX-379	O	Clean	DragonForce	The Fire Still Burns	"""Til' we touch the horizon beyond"""				200	4/4	EXCE-192	audio/VOX-379.wav	Hunter Champeau	20250601				
VOX-380	O	Clean_FLAT	DragonForce	The Fire Still Burns	"""Til' we touch the horizon beyond"""				200	4/4	EXCE-192	audio/VOX-380.wav	Hunter Champeau	20250601				
VOX-381	O	Screaming_NV	DragonForce	The Fire Still Burns	"""Til' we touch the horizon beyond"""				200	4/4	EXCE-192	audio/VOX-381.wav	Hunter Champeau	20250601				
VOX-382	O	Screaming_V	DragonForce	The Fire Still Burns	"""Til' we touch the horizon beyond"""				200	4/4	EXCE-192	audio/VOX-382.wav	Hunter Champeau	20250601				
VOX-383	O	Growling_NV	DragonForce	The Fire Still Burns	"""Til' we touch the horizon beyond"""				200	4/4	EXCE-192	audio/VOX-383.wav	Hunter Champeau	20250601				
VOX-384	O	Growling_V	DragonForce	The Fire Still Burns	"""Til' we touch the horizon beyond"""				200	4/4	EXCE-192	audio/VOX-384.wav	Hunter Champeau	20250601				
VOX-385	O	Clean	Killswitch Engage	Time Will Not Remain	"""These are the days"""				189	3/4	EXCE-102	audio/VOX-385.wav	Hunter Champeau	20250601				
VOX-386	O	Clean_FLAT	Killswitch Engage	Time Will Not Remain	"""These are the days"""				189	3/4	EXCE-102	audio/VOX-386.wav	Hunter Champeau	20250601				
VOX-387	O	Screaming_NV	Killswitch Engage	Time Will Not Remain	"""These are the days"""				189	3/4	EXCE-102	audio/VOX-387.wav	Hunter Champeau	20250601				
VOX-388	O	Screaming_V	Killswitch Engage	Time Will Not Remain	"""These are the days"""				189	3/4	EXCE-102	audio/VOX-388.wav	Hunter Champeau	20250601				
VOX-389	O	Growling_NV	Killswitch Engage	Time Will Not Remain	"""These are the days"""				189	3/4	EXCE-102	audio/VOX-389.wav	Hunter Champeau	20250601				
VOX-390	O	Growling_V	Killswitch Engage	Time Will Not Remain	"""These are the days"""				189	3/4	EXCE-102	audio/VOX-390.wav	Hunter Champeau	20250601				
VOX-391	O	Clean	Avenged Sevenfold	Breaking Their Hold	"""To keep you down behind your back"""				190	4/4	EXCE-058	audio/VOX-391.wav	Hunter Champeau	20250601				
VOX-392	O	Clean_FLAT	Avenged Sevenfold	Breaking Their Hold	"""To keep you down behind your back"""				190	4/4	EXCE-058	audio/VOX-392.wav	Hunter Champeau	20250601				
VOX-393	O	Screaming_NV	Avenged Sevenfold	Breaking Their Hold	"""To keep you down behind your back"""				190	4/4	EXCE-058	audio/VOX-393.wav	Hunter Champeau	20250601				
VOX-394	O	Screaming_V	Avenged Sevenfold	Breaking Their Hold	"""To keep you down behind your back"""				190	4/4	EXCE-058	audio/VOX-394.wav	Hunter Champeau	20250601				
VOX-395	O	Growling_NV	Avenged Sevenfold	Breaking Their Hold	"""To keep you down behind your back"""				190	4/4	EXCE-058	audio/VOX-395.wav	Hunter Champeau	20250601				
VOX-396	O	Growling_V	Avenged Sevenfold	Breaking Their Hold	"""To keep you down behind your back"""				190	4/4	EXCE-058	audio/VOX-396.wav	Hunter Champeau	20250601				
VOX-397	O	Clean	Architects	The Blues	"""I've had to work for everything"""				120	4/4	EXCE-070	audio/VOX-397.wav	Hunter Champeau	20250601				
VOX-398	O	Clean_FLAT	Architects	The Blues	"""I've had to work for everything"""				120	4/4	EXCE-070	audio/VOX-398.wav	Hunter Champeau	20250601				
VOX-399	O	Screaming_NV	Architects	The Blues	"""I've had to work for everything"""				120	4/4	EXCE-070	audio/VOX-399.wav	Hunter Champeau	20250601				
VOX-400	O	Screaming_V	Architects	The Blues	"""I've had to work for everything"""				120	4/4	EXCE-070	audio/VOX-400.wav	Hunter Champeau	20250601				
VOX-401	O	Growling_NV	Architects	The Blues	"""I've had to work for everything"""				120	4/4	EXCE-070	audio/VOX-401.wav	Hunter Champeau	20250601				
VOX-402	O	Growling_V	Architects	The Blues	"""I've had to work for everything"""				120	4/4	EXCE-070	audio/VOX-402.wav	Hunter Champeau	20250601				
VOX-403	O	Clean	Architects	The Darkest Tomb	"""I know you won't miss"""				160	7/4	EXCE-065	audio/VOX-403.wav	Hunter Champeau	20250601				
VOX-404	O	Clean_FLAT	Architects	The Darkest Tomb	"""I know you won't miss"""				160	7/4	EXCE-065	audio/VOX-404.wav	Hunter Champeau	20250601				
VOX-405	O	Screaming_NV	Architects	The Darkest Tomb	"""I know you won't miss"""				160	7/4	EXCE-065	audio/VOX-405.wav	Hunter Champeau	20250601				
VOX-406	O	Screaming_V	Architects	The Darkest Tomb	"""I know you won't miss"""				160	7/4	EXCE-065	audio/VOX-406.wav	Hunter Champeau	20250601				
VOX-407	O	Growling_NV	Architects	The Darkest Tomb	"""I know you won't miss"""				160	7/4	EXCE-065	audio/VOX-407.wav	Hunter Champeau	20250601				
VOX-408	O	Growling_V	Architects	The Darkest Tomb	"""I know you won't miss"""				160	7/4	EXCE-065	audio/VOX-408.wav	Hunter Champeau	20250601				
VOX-409	O	Clean	Job for a Cowboy	Coalescing Prophecy	"""Have left behind the sign of the cross"""				240	4/4	EXCE-148	audio/VOX-409.wav	Hunter Champeau	20250601				
VOX-410	O	Clean_FLAT	Job for a Cowboy	Coalescing Prophecy	"""Have left behind the sign of the cross"""				240	4/4	EXCE-148	audio/VOX-410.wav	Hunter Champeau	20250601				
VOX-411	O	Screaming_NV	Job for a Cowboy	Coalescing Prophecy	"""Have left behind the sign of the cross"""				240	4/4	EXCE-148	audio/VOX-411.wav	Hunter Champeau	20250601				
VOX-412	O	Screaming_V	Job for a Cowboy	Coalescing Prophecy	"""Have left behind the sign of the cross"""				240	4/4	EXCE-148	audio/VOX-412.wav	Hunter Champeau	20250601				
VOX-413	O	Growling_NV	Job for a Cowboy	Coalescing Prophecy	"""Have left behind the sign of the cross"""				240	4/4	EXCE-148	audio/VOX-413.wav	Hunter Champeau	20250601				
VOX-414	O	Growling_V	Job for a Cowboy	Coalescing Prophecy	"""Have left behind the sign of the cross"""				240	4/4	EXCE-148	audio/VOX-414.wav	Hunter Champeau	20250601				
VOX-415	O	Clean	The Faceless	Ghost of a Stranger	"""what I have become"""				210	4/4	EXCE-202	audio/VOX-415.wav	Hunter Champeau	20250601				
VOX-416	O	Clean_FLAT	The Faceless	Ghost of a Stranger	"""what I have become"""				210	4/4	EXCE-202	audio/VOX-416.wav	Hunter Champeau	20250601				
VOX-417	O	Screaming_NV	The Faceless	Ghost of a Stranger	"""what I have become"""				210	4/4	EXCE-202	audio/VOX-417.wav	Hunter Champeau	20250601				
VOX-418	O	Screaming_V	The Faceless	Ghost of a Stranger	"""what I have become"""				210	4/4	EXCE-202	audio/VOX-418.wav	Hunter Champeau	20250601				
VOX-419	O	Growling_NV	The Faceless	Ghost of a Stranger	"""what I have become"""				210	4/4	EXCE-202	audio/VOX-419.wav	Hunter Champeau	20250601				
VOX-420	O	Growling_V	The Faceless	Ghost of a Stranger	"""what I have become"""				210	4/4	EXCE-202	audio/VOX-420.wav	Hunter Champeau	20250601				
VOX-421	O	Clean	Cannibal Corpse	Puncture Wound Massacre	"""Hate for them still drives my rage"""				143	4/4	EXCE-006	audio/VOX-421.wav	Hunter Champeau	20250601				
VOX-422	O	Clean_FLAT	Cannibal Corpse	Puncture Wound Massacre	"""Hate for them still drives my rage"""				143	4/4	EXCE-006	audio/VOX-422.wav	Hunter Champeau	20250601				
VOX-423	O	Screaming_NV	Cannibal Corpse	Puncture Wound Massacre	"""Hate for them still drives my rage"""				143	4/4	EXCE-006	audio/VOX-423.wav	Hunter Champeau	20250601				
VOX-424	O	Screaming_V	Cannibal Corpse	Puncture Wound Massacre	"""Hate for them still drives my rage"""				143	4/4	EXCE-006	audio/VOX-424.wav	Hunter Champeau	20250601				
VOX-425	O	Growling_NV	Cannibal Corpse	Puncture Wound Massacre	"""Hate for them still drives my rage"""				143	4/4	EXCE-006	audio/VOX-425.wav	Hunter Champeau	20250601				
VOX-426	O	Growling_V	Cannibal Corpse	Puncture Wound Massacre	"""Hate for them still drives my rage"""				143	4/4	EXCE-006	audio/VOX-426.wav	Hunter Champeau	20250601				
VOX-427	O	Clean	Whitechapel	Faces	"""The faces of justice"""				220	4/4	EXCE-139	audio/VOX-427.wav	Hunter Champeau	20250601				
VOX-428	O	Clean_FLAT	Whitechapel	Faces	"""The faces of justice"""				220	4/4	EXCE-139	audio/VOX-428.wav	Hunter Champeau	20250601				
VOX-429	O	Screaming_NV	Whitechapel	Faces	"""The faces of justice"""				220	4/4	EXCE-139	audio/VOX-429.wav	Hunter Champeau	20250601				
VOX-430	O	Screaming_V	Whitechapel	Faces	"""The faces of justice"""				220	4/4	EXCE-139	audio/VOX-430.wav	Hunter Champeau	20250601				
VOX-431	O	Growling_NV	Whitechapel	Faces	"""The faces of justice"""				220	4/4	EXCE-139	audio/VOX-431.wav	Hunter Champeau	20250601				
VOX-432	O	Growling_V	Whitechapel	Faces	"""The faces of justice"""				220	4/4	EXCE-139	audio/VOX-432.wav	Hunter Champeau	20250601				
VOX-433	J	Clean	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-433.wav	Donny Payne	20250602				
VOX-434	J	Clean_FLAT	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-434.wav	Donny Payne	20250602				
VOX-435	J	Screaming_NV	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-435.wav	Donny Payne	20250602				
VOX-436	J	Screaming_V	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-436.wav	Donny Payne	20250602				
VOX-437	J	Growling_NV	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-437.wav	Donny Payne	20250602				
VOX-438	J	Growling_V	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-438.wav	Donny Payne	20250602				
VOX-439	J	Clean	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-439.wav	Donny Payne	20250602				
VOX-440	J	Clean_FLAT	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-440.wav	Donny Payne	20250602				
VOX-441	J	Screaming_NV	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-441.wav	Donny Payne	20250602				
VOX-442	J	Screaming_V	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-442.wav	Donny Payne	20250602				
VOX-443	J	Growling_NV	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-443.wav	Donny Payne	20250602				
VOX-444	J	Growling_V	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-444.wav	Donny Payne	20250602				
VOX-445	J	Clean	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-445.wav	Donny Payne	20250602				
VOX-446	J	Clean_FLAT	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-446.wav	Donny Payne	20250602				
VOX-447	J	Screaming_NV	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-447.wav	Donny Payne	20250602				
VOX-448	J	Screaming_V	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-448.wav	Donny Payne	20250602				
VOX-449	J	Growling_NV	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-449.wav	Donny Payne	20250602				
VOX-450	J	Growling_V	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-450.wav	Donny Payne	20250602				
VOX-451	J	Clean	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-451.wav	Donny Payne	20250602				
VOX-452	J	Clean_FLAT	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-452.wav	Donny Payne	20250602				
VOX-453	J	Screaming_NV	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-453.wav	Donny Payne	20250602				
VOX-454	J	Screaming_V	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-454.wav	Donny Payne	20250602				
VOX-455	J	Growling_NV	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-455.wav	Donny Payne	20250602				
VOX-456	J	Growling_V	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-456.wav	Donny Payne	20250602				
VOX-457	J	Clean	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-457.wav	Donny Payne	20250602				
VOX-458	J	Clean_FLAT	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-458.wav	Donny Payne	20250602				
VOX-459	J	Screaming_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-459.wav	Donny Payne	20250602				
VOX-460	J	Screaming_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-460.wav	Donny Payne	20250602				
VOX-461	J	Growling_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-461.wav	Donny Payne	20250602				
VOX-462	J	Growling_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-462.wav	Donny Payne	20250602				
VOX-463	J	Clean	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-463.wav	Donny Payne	20250602				
VOX-464	J	Clean_FLAT	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-464.wav	Donny Payne	20250602				
VOX-465	J	Screaming_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-465.wav	Donny Payne	20250602				
VOX-466	J	Screaming_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-466.wav	Donny Payne	20250602				
VOX-467	J	Growling_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-467.wav	Donny Payne	20250602				
VOX-468	J	Growling_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-468.wav	Donny Payne	20250602				
VOX-469	J	Clean	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-469.wav	Donny Payne	20250602				
