Stimuli_ID	Vocalist_ID	Technique	Artist	Song	Lyrics	Duration	Rhythm	Melody	Tempo	Time_signature	Original_Corresponding_Excerpt	WAV_Path	Credits	Session_date_YMD	logMel_Path	Spectral_Centroid	annotations	Age_at_recording
VOX-155	N	Growling_NV	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-155.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-156	N	Growling_V	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-156.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-157	N	Clean	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-157.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-158	N	Clean_FLAT	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-158.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-159	N	Screaming_NV	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-159.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-160	N	Screaming_V	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-160.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-161	N	Growling_NV	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-161.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-162	N	Growling_V	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-162.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-163	N	Clean	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-163.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-164	N	Clean_FLAT	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-164.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-165	N	Screaming_NV	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-165.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-166	N	Screaming_V	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-166.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-167	N	Growling_NV	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-167.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-168	N	Growling_V	Metallica	Crown of Barbed Wire	"""This rusted empire I own"""				110	4/4	EXCE-124	audio/VOX-168.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-169	N	Clean	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-169.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-170	N	Clean_FLAT	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-170.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-171	N	Screaming_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-171.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-172	N	Screaming_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-172.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-173	N	Growling_NV	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-173.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-174	N	Growling_V	Architects	A Portrait for the Deceased	"""Then come and drown with me"""				161	4/4	EXCE-064	audio/VOX-174.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-175	N	Clean	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-175.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-176	N	Clean_FLAT	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-176.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-177	N	Screaming_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-177.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-178	N	Screaming_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-178.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-179	N	Growling_NV	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-179.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-180	N	Growling_V	August Burns Red	The Reflective Property	"""A brief wind is swept through"""				180	4/4	EXCE-155	audio/VOX-180.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-181	N	Clean	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-181.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-182	N	Clean_FLAT	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-182.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-183	N	Screaming_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-183.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-184	N	Screaming_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-184.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-185	N	Growling_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-185.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-186	N	Growling_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""				140	4/4	EXCE-179	audio/VOX-186.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-187	N	Clean	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-187.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-188	N	Clean_FLAT	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-188.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-189	N	Screaming_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-189.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-190	N	Screaming_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-190.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-191	N	Growling_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-191.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-192	N	Growling_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""				115	4/4	EXCE-087	audio/VOX-192.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-193	N	Clean	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-193.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-194	N	Clean_FLAT	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-194.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-195	N	Screaming_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-195.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-196	N	Screaming_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-196.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-197	N	Growling_NV	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-197.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-198	N	Growling_V	Whitechapel	The Night Remains	"""Rid yourself and never return"""				155	4/4	EXCE-141	audio/VOX-198.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-199	N	Clean	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-199.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-200	N	Clean_FLAT	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-200.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-201	N	Screaming_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-201.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-202	N	Screaming_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-202.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-203	N	Growling_NV	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-203.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-204	N	Growling_V	Morbid Angel	God Of Our Own Divinity	"""Break apart this rusty chains"""				140	3/4	EXCE-042	audio/VOX-204.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-205	N	Clean	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-205.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-206	N	Clean_FLAT	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-206.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-207	N	Screaming_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-207.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-208	N	Screaming_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-208.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-209	N	Growling_NV	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-209.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-210	N	Growling_V	Whitechapel	Dwell in the Shadows	"""This blade cuts deeper than flesh"""				95	4/4	EXCE-208	audio/VOX-210.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-211	N	Clean	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-211.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-212	N	Clean_FLAT	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-212.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-213	N	Screaming_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-213.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-214	N	Screaming_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-214.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-215	N	Growling_NV	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-215.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-216	N	Growling_V	The Black Dahlia Murder	Stygiophobic	"""Can't they see there are consequences?"""				110	4/4	EXCE-184	audio/VOX-216.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-217	N	Clean	DragonForce	In a Skyforged Dream	"""The time has come to leave the past behind"""				200	4/4	EXCE-193	audio/VOX-217.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-218	N	Clean_FLAT	DragonForce	In a Skyforged Dream	"""The time has come to leave the past behind"""				200	4/4	EXCE-193	audio/VOX-218.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-219	N	Screaming_NV	DragonForce	In a Skyforged Dream	"""The time has come to leave the past behind"""				200	4/4	EXCE-193	audio/VOX-219.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-220	N	Screaming_V	DragonForce	In a Skyforged Dream	"""The time has come to leave the past behind"""				200	4/4	EXCE-193	audio/VOX-220.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-221	N	Growling_NV	DragonForce	In a Skyforged Dream	"""The time has come to leave the past behind"""				200	4/4	EXCE-193	audio/VOX-221.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-222	N	Growling_V	DragonForce	In a Skyforged Dream	"""The time has come to leave the past behind"""				200	4/4	EXCE-193	audio/VOX-222.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-223	N	Clean	DragonForce	Remembrance Day	"""Into the great battle we ride"""				125	6/8	EXCE-194	audio/VOX-223.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-224	N	Clean_FLAT	DragonForce	Remembrance Day	"""Into the great battle we ride"""				125	6/8	EXCE-194	audio/VOX-224.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-225	N	Screaming_NV	DragonForce	Remembrance Day	"""Into the great battle we ride"""				125	6/8	EXCE-194	audio/VOX-225.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-226	N	Screaming_V	DragonForce	Remembrance Day	"""Into the great battle we ride"""				125	6/8	EXCE-194	audio/VOX-226.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-227	N	Growling_NV	DragonForce	Remembrance Day	"""Into the great battle we ride"""				125	6/8	EXCE-194	audio/VOX-227.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-228	N	Growling_V	DragonForce	Remembrance Day	"""Into the great battle we ride"""				125	6/8	EXCE-194	audio/VOX-228.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-229	N	Clean	Killswitch Engage	World Ablaze	"""We alone remain"""				150	6/8	EXCE-105	audio/VOX-229.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-230	N	Clean_FLAT	Killswitch Engage	World Ablaze	"""We alone remain"""				150	6/8	EXCE-105	audio/VOX-230.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-231	N	Screaming_NV	Killswitch Engage	World Ablaze	"""We alone remain"""				150	6/8	EXCE-105	audio/VOX-231.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-232	N	Screaming_V	Killswitch Engage	World Ablaze	"""We alone remain"""				150	6/8	EXCE-105	audio/VOX-232.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-233	N	Growling_NV	Killswitch Engage	World Ablaze	"""We alone remain"""				150	6/8	EXCE-105	audio/VOX-233.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-234	N	Growling_V	Killswitch Engage	World Ablaze	"""We alone remain"""				150	6/8	EXCE-105	audio/VOX-234.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-235	N	Clean	Asking Alexandria	Let The Dead Take Me	"""Cleanse my pain, let the blood run free"""				150	4/4	EXCE-117	audio/VOX-235.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-236	N	Clean_FLAT	Asking Alexandria	Let The Dead Take Me	"""Cleanse my pain, let the blood run free"""				150	4/4	EXCE-117	audio/VOX-236.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-237	N	Screaming_NV	Asking Alexandria	Let The Dead Take Me	"""Cleanse my pain, let the blood run free"""				150	4/4	EXCE-117	audio/VOX-237.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-238	N	Screaming_V	Asking Alexandria	Let The Dead Take Me	"""Cleanse my pain, let the blood run free"""				150	4/4	EXCE-117	audio/VOX-238.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-239	N	Growling_NV	Asking Alexandria	Let The Dead Take Me	"""Cleanse my pain, let the blood run free"""				150	4/4	EXCE-117	audio/VOX-239.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-240	N	Growling_V	Asking Alexandria	Let The Dead Take Me	"""Cleanse my pain, let the blood run free"""				150	4/4	EXCE-117	audio/VOX-240.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-241	N	Clean	Chelsea Grin	Mourning Hymn	"""Cast into unknown"""				112	4/4	EXCE-089	audio/VOX-241.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-242	N	Clean_FLAT	Chelsea Grin	Mourning Hymn	"""Cast into unknown"""				112	4/4	EXCE-089	audio/VOX-242.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-243	N	Screaming_NV	Chelsea Grin	Mourning Hymn	"""Cast into unknown"""				112	4/4	EXCE-089	audio/VOX-243.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-244	N	Screaming_V	Chelsea Grin	Mourning Hymn	"""Cast into unknown"""				112	4/4	EXCE-089	audio/VOX-244.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-245	N	Growling_NV	Chelsea Grin	Mourning Hymn	"""Cast into unknown"""				112	4/4	EXCE-089	audio/VOX-245.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-246	N	Growling_V	Chelsea Grin	Mourning Hymn	"""Cast into unknown"""				112	4/4	EXCE-089	audio/VOX-246.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-247	N	Clean	August Burns Red	A Wish Full of Dreams	"""And restore the foundation"""				165	4/4	EXCE-154	audio/VOX-247.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-248	N	Clean_FLAT	August Burns Red	A Wish Full of Dreams	"""And restore the foundation"""				165	4/4	EXCE-154	audio/VOX-248.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-249	N	Screaming_NV	August Burns Red	A Wish Full of Dreams	"""And restore the foundation"""				165	4/4	EXCE-154	audio/VOX-249.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-250	N	Screaming_V	August Burns Red	A Wish Full of Dreams	"""And restore the foundation"""				165	4/4	EXCE-154	audio/VOX-250.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-251	N	Growling_NV	August Burns Red	A Wish Full of Dreams	"""And restore the foundation"""				165	4/4	EXCE-154	audio/VOX-251.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-252	N	Growling_V	August Burns Red	A Wish Full of Dreams	"""And restore the foundation"""				165	4/4	EXCE-154	audio/VOX-252.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-253	N	Clean	Parkway Drive	Sleight of Hand	"""That could love this world"""				130	4/4	EXCE-171	audio/VOX-253.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-254	N	Clean_FLAT	Parkway Drive	Sleight of Hand	"""That could love this world"""				130	4/4	EXCE-171	audio/VOX-254.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-255	N	Screaming_NV	Parkway Drive	Sleight of Hand	"""That could love this world"""				130	4/4	EXCE-171	audio/VOX-255.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-256	N	Screaming_V	Parkway Drive	Sleight of Hand	"""That could love this world"""				130	4/4	EXCE-171	audio/VOX-256.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-257	N	Growling_NV	Parkway Drive	Sleight of Hand	"""That could love this world"""				130	4/4	EXCE-171	audio/VOX-257.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-258	N	Growling_V	Parkway Drive	Sleight of Hand	"""That could love this world"""				130	4/4	EXCE-171	audio/VOX-258.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-259	N	Clean	The Black Dahlia Murder	The Leather Apron's Scorn	"""Lock your doors and hide"""				150	4/4	EXCE-185	audio/VOX-259.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-260	N	Clean_FLAT	The Black Dahlia Murder	The Leather Apron's Scorn	"""Lock your doors and hide"""				150	4/4	EXCE-185	audio/VOX-260.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-261	N	Screaming_NV	The Black Dahlia Murder	The Leather Apron's Scorn	"""Lock your doors and hide"""				150	4/4	EXCE-185	audio/VOX-261.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-262	N	Screaming_V	The Black Dahlia Murder	The Leather Apron's Scorn	"""Lock your doors and hide"""				150	4/4	EXCE-185	audio/VOX-262.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-263	N	Growling_NV	The Black Dahlia Murder	The Leather Apron's Scorn	"""Lock your doors and hide"""				150	4/4	EXCE-185	audio/VOX-263.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-264	N	Growling_V	The Black Dahlia Murder	The Leather Apron's Scorn	"""Lock your doors and hide"""				150	4/4	EXCE-185	audio/VOX-264.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-265	N	Clean	Incantation	Thorns Of Everlasting Persecution	"""Crumbled sanctuaries"""				88	4/4	EXCE-030	audio/VOX-265.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-266	N	Clean_FLAT	Incantation	Thorns Of Everlasting Persecution	"""Crumbled sanctuaries"""				88	4/4	EXCE-030	audio/VOX-266.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-267	N	Screaming_NV	Incantation	Thorns Of Everlasting Persecution	"""Crumbled sanctuaries"""				88	4/4	EXCE-030	audio/VOX-267.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-268	N	Screaming_V	Incantation	Thorns Of Everlasting Persecution	"""Crumbled sanctuaries"""				88	4/4	EXCE-030	audio/VOX-268.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-269	N	Growling_NV	Incantation	Thorns Of Everlasting Persecution	"""Crumbled sanctuaries"""				88	4/4	EXCE-030	audio/VOX-269.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-270	N	Growling_V	Incantation	Thorns Of Everlasting Persecution	"""Crumbled sanctuaries"""				88	4/4	EXCE-030	audio/VOX-270.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-271	N	Clean	Incantation	Haruspex	"""the fleshy confines of humanity"""				158	6/8	EXCE-035	audio/VOX-271.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-272	N	Clean_FLAT	Incantation	Haruspex	"""the fleshy confines of humanity"""				158	6/8	EXCE-035	audio/VOX-272.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-273	N	Screaming_NV	Incantation	Haruspex	"""the fleshy confines of humanity"""				158	6/8	EXCE-035	audio/VOX-273.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-274	N	Screaming_V	Incantation	Haruspex	"""the fleshy confines of humanity"""				158	6/8	EXCE-035	audio/VOX-274.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-275	N	Growling_NV	Incantation	Haruspex	"""the fleshy confines of humanity"""				158	6/8	EXCE-035	audio/VOX-275.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-276	N	Growling_V	Incantation	Haruspex	"""the fleshy confines of humanity"""				158	6/8	EXCE-035	audio/VOX-276.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-277	N	Clean	Job for a Cowboy	Lords Of Chaos	"""All damned at the dawning of life"""				125	4/4	EXCE-147	audio/VOX-277.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-278	N	Clean_FLAT	Job for a Cowboy	Lords Of Chaos	"""All damned at the dawning of life"""				125	4/4	EXCE-147	audio/VOX-278.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-279	N	Screaming_NV	Job for a Cowboy	Lords Of Chaos	"""All damned at the dawning of life"""				125	4/4	EXCE-147	audio/VOX-279.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-280	N	Screaming_V	Job for a Cowboy	Lords Of Chaos	"""All damned at the dawning of life"""				125	4/4	EXCE-147	audio/VOX-280.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-281	N	Growling_NV	Job for a Cowboy	Lords Of Chaos	"""All damned at the dawning of life"""				125	4/4	EXCE-147	audio/VOX-281.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-282	N	Growling_V	Job for a Cowboy	Lords Of Chaos	"""All damned at the dawning of life"""				125	4/4	EXCE-147	audio/VOX-282.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-283	N	Clean	Whitechapel	Prayer of Mockery	"""My patience is wearing thin"""				170	4/4	EXCE-138	audio/VOX-283.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-284	N	Clean_FLAT	Whitechapel	Prayer of Mockery	"""My patience is wearing thin"""				170	4/4	EXCE-138	audio/VOX-284.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-285	N	Screaming_NV	Whitechapel	Prayer of Mockery	"""My patience is wearing thin"""				170	4/4	EXCE-138	audio/VOX-285.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-286	N	Screaming_V	Whitechapel	Prayer of Mockery	"""My patience is wearing thin"""				170	4/4	EXCE-138	audio/VOX-286.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-287	N	Growling_NV	Whitechapel	Prayer of Mockery	"""My patience is wearing thin"""				170	4/4	EXCE-138	audio/VOX-287.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-288	N	Growling_V	Whitechapel	Prayer of Mockery	"""My patience is wearing thin"""				170	4/4	EXCE-138	audio/VOX-288.wav	Autumn Mouzon	20250531			Female vocalist	
VOX-289	O	Clean	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-289.wav	Hunter Champeau	20250601				
VOX-290	O	Clean_FLAT	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-290.wav	Hunter Champeau	20250601				
VOX-291	O	Screaming_NV	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-291.wav	Hunter Champeau	20250601				
VOX-292	O	Screaming_V	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-292.wav	Hunter Champeau	20250601				
VOX-293	O	Growling_NV	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-293.wav	Hunter Champeau	20250601				
VOX-294	O	Growling_V	Trivium	The Deceived - Flavus	"""Tell that the promised have been failed"""				105	4/4	EXCE-093	audio/VOX-294.wav	Hunter Champeau	20250601				
VOX-295	O	Clean	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-295.wav	Hunter Champeau	20250601				
VOX-296	O	Clean_FLAT	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-296.wav	Hunter Champeau	20250601				
VOX-297	O	Screaming_NV	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-297.wav	Hunter Champeau	20250601				
VOX-298	O	Screaming_V	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-298.wav	Hunter Champeau	20250601				
VOX-299	O	Growling_NV	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-299.wav	Hunter Champeau	20250601				
VOX-300	O	Growling_V	Avenged Sevenfold	Higher	"""Meet you in the stars tonight"""				135	4/4	EXCE-056	audio/VOX-300.wav	Hunter Champeau	20250601				
VOX-301	O	Clean	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-301.wav	Hunter Champeau	20250601				
VOX-302	O	Clean_FLAT	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-302.wav	Hunter Champeau	20250601				
VOX-303	O	Screaming_NV	Killswitch Engage	Still Beats Your Name	"""Will I live another day?"""				110	4/4	EXCE-108	audio/VOX-303.wav	Hunter Champeau	20250601				
